"created_at","modified_at","id","pincode","district","country","idirect_state","cersai_state"
"","",14363,"843032","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14364,"843139","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14365,"843143","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14366,"843147","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14367,"843152","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14368,"843221","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14369,"843339","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14370,"842002","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14371,"843132","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14372,"843161","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14373,"843131","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14374,"844120","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14375,"844127","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14376,"843352","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14377,"842003","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14378,"842004","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14379,"842006","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14380,"843101","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14381,"843102","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14382,"843103","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14383,"843105","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14384,"843106","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14385,"843107","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14386,"843108","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14387,"843111","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14388,"843112","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14389,"843113","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14390,"843116","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14391,"843117","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14392,"843118","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14393,"843119","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14394,"843121","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14395,"843122","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14396,"843123","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14397,"843124","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14398,"843125","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14399,"843127","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14400,"843128","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14401,"843129","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14402,"843130","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14403,"843312","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14404,"843321","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14405,"843360","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14406,"844112","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14407,"848433","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14408,"840314","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14409,"843019","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14410,"843133","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14411,"843141","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14412,"843146","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14413,"843153","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14414,"843165","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14415,"842005","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14416,"843104","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14417,"843109","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14418,"843115","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14419,"843120","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14420,"843126","MUZAFFARPUR","INDIA","BIHAR","BR"
"","",14421,"570013","MYSORE","INDIA","KARNATAKA","KA"
"","",14422,"571131","MYSORE","INDIA","KARNATAKA","KA"
"","",14423,"571146","MYSORE","INDIA","KARNATAKA","KA"
"","",14424,"571186","MYSORE","INDIA","KARNATAKA","KA"
"","",14425,"570021","MYSORE","INDIA","KARNATAKA","KA"
"","",14426,"571139","MYSORE","INDIA","KARNATAKA","KA"
"","",14427,"571154","MYSORE","INDIA","KARNATAKA","KA"
"","",14428,"571167","MYSORE","INDIA","KARNATAKA","KA"
"","",14429,"571018","MYSORE","INDIA","KARNATAKA","KA"
"","",14430,"571179","MYSORE","INDIA","KARNATAKA","KA"
"","",14431,"571608","MYSORE","INDIA","KARNATAKA","KA"
"","",14432,"570024","MYSORE","INDIA","KARNATAKA","KA"
"","",14433,"570023","MYSURU","INDIA","KARNATAKA","KA"
"","",14434,"570016","MYSURU","INDIA","KARNATAKA","KA"
"","",14435,"570001","MYSURU","INDIA","KARNATAKA","KA"
"","",14436,"570003","MYSURU","INDIA","KARNATAKA","KA"
"","",14437,"570004","MYSURU","INDIA","KARNATAKA","KA"
"","",14438,"570005","MYSURU","INDIA","KARNATAKA","KA"
"","",14439,"570006","MYSURU","INDIA","KARNATAKA","KA"
"","",14440,"570007","MYSURU","INDIA","KARNATAKA","KA"
"","",14441,"570008","MYSURU","INDIA","KARNATAKA","KA"
"","",14442,"570009","MYSURU","INDIA","KARNATAKA","KA"
"","",14443,"570010","MYSURU","INDIA","KARNATAKA","KA"
"","",14444,"570012","MYSURU","INDIA","KARNATAKA","KA"
"","",14445,"570014","MYSURU","INDIA","KARNATAKA","KA"
"","",14446,"570015","MYSURU","INDIA","KARNATAKA","KA"
"","",14447,"570017","MYSURU","INDIA","KARNATAKA","KA"
"","",14448,"570019","MYSURU","INDIA","KARNATAKA","KA"
"","",14449,"570020","MYSURU","INDIA","KARNATAKA","KA"
"","",14450,"570022","MYSURU","INDIA","KARNATAKA","KA"
"","",14451,"570025","MYSURU","INDIA","KARNATAKA","KA"
"","",14452,"570026","MYSURU","INDIA","KARNATAKA","KA"
"","",14453,"570027","MYSURU","INDIA","KARNATAKA","KA"
"","",14454,"570028","MYSURU","INDIA","KARNATAKA","KA"
"","",14455,"570029","MYSURU","INDIA","KARNATAKA","KA"
"","",14456,"570030","MYSURU","INDIA","KARNATAKA","KA"
"","",14457,"570031","MYSURU","INDIA","KARNATAKA","KA"
"","",14458,"571101","MYSURU","INDIA","KARNATAKA","KA"
"","",14459,"571102","MYSURU","INDIA","KARNATAKA","KA"
"","",14460,"571103","MYSURU","INDIA","KARNATAKA","KA"
"","",14461,"571104","MYSURU","INDIA","KARNATAKA","KA"
"","",14462,"571105","MYSURU","INDIA","KARNATAKA","KA"
"","",14463,"571106","MYSURU","INDIA","KARNATAKA","KA"
"","",14464,"571107","MYSURU","INDIA","KARNATAKA","KA"
"","",14465,"571108","MYSURU","INDIA","KARNATAKA","KA"
"","",14466,"571110","MYSURU","INDIA","KARNATAKA","KA"
"","",14467,"571114","MYSURU","INDIA","KARNATAKA","KA"
"","",14468,"571116","MYSURU","INDIA","KARNATAKA","KA"
"","",14469,"571118","MYSURU","INDIA","KARNATAKA","KA"
"","",14470,"571119","MYSURU","INDIA","KARNATAKA","KA"
"","",14471,"571120","MYSURU","INDIA","KARNATAKA","KA"
"","",14472,"571121","MYSURU","INDIA","KARNATAKA","KA"
"","",14473,"571122","MYSURU","INDIA","KARNATAKA","KA"
"","",14474,"571124","MYSURU","INDIA","KARNATAKA","KA"
"","",14475,"571125","MYSURU","INDIA","KARNATAKA","KA"
"","",14476,"571129","MYSURU","INDIA","KARNATAKA","KA"
"","",14477,"571130","MYSURU","INDIA","KARNATAKA","KA"
"","",14478,"571134","MYSURU","INDIA","KARNATAKA","KA"
"","",14479,"571187","MYSURU","INDIA","KARNATAKA","KA"
"","",14480,"571189","MYSURU","INDIA","KARNATAKA","KA"
"","",14481,"571302","MYSURU","INDIA","KARNATAKA","KA"
"","",14482,"571311","MYSURU","INDIA","KARNATAKA","KA"
"","",14483,"571312","MYSURU","INDIA","KARNATAKA","KA"
"","",14484,"571314","MYSURU","INDIA","KARNATAKA","KA"
"","",14485,"571315","MYSURU","INDIA","KARNATAKA","KA"
"","",14486,"571601","MYSURU","INDIA","KARNATAKA","KA"
"","",14487,"571602","MYSURU","INDIA","KARNATAKA","KA"
"","",14488,"571603","MYSURU","INDIA","KARNATAKA","KA"
"","",14489,"571604","MYSURU","INDIA","KARNATAKA","KA"
"","",14490,"571610","MYSURU","INDIA","KARNATAKA","KA"
"","",14491,"571617","MYSURU","INDIA","KARNATAKA","KA"
"","",14492,"571301","MYSURU","INDIA","KARNATAKA","KA"
"","",14493,"570018","MYSURU","INDIA","KARNATAKA","KA"
"","",14494,"570011","MYSURU","INDIA","KARNATAKA","KA"
"","",14495,"570032","MYSURU","INDIA","KARNATAKA","KA"
"","",14496,"570033","MYSURU","INDIA","KARNATAKA","KA"
"","",14497,"570034","MYSURU","INDIA","KARNATAKA","KA"
"","",14498,"570002","MYSURU","INDIA","KARNATAKA","KA"
"","",14499,"764069","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14500,"764074","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14501,"764049","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14502,"764059","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14503,"764061","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14504,"764063","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14505,"764070","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14506,"764071","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14507,"764072","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14508,"764073","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14509,"764075","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14510,"764077","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14511,"764078","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14512,"764085","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14513,"764088","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14514,"764084","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14515,"764076","NABARANGAPUR","INDIA","ODISHA","OR"
"","",14516,"741104","NADIA","INDIA","WEST BENGAL","WB"
"","",14517,"741170","NADIA","INDIA","WEST BENGAL","WB"
"","",14518,"741172","NADIA","INDIA","WEST BENGAL","WB"
"","",14519,"741173","NADIA","INDIA","WEST BENGAL","WB"
"","",14520,"741175","NADIA","INDIA","WEST BENGAL","WB"
"","",14521,"741176","NADIA","INDIA","WEST BENGAL","WB"
"","",14522,"741177","NADIA","INDIA","WEST BENGAL","WB"
"","",14523,"741183","NADIA","INDIA","WEST BENGAL","WB"
"","",14524,"741186","NADIA","INDIA","WEST BENGAL","WB"
"","",14525,"741188","NADIA","INDIA","WEST BENGAL","WB"
"","",14526,"741189","NADIA","INDIA","WEST BENGAL","WB"
"","",14527,"741191","NADIA","INDIA","WEST BENGAL","WB"
"","",14528,"741192","NADIA","INDIA","WEST BENGAL","WB"
"","",14529,"741199","NADIA","INDIA","WEST BENGAL","WB"
"","",14530,"741225","NADIA","INDIA","WEST BENGAL","WB"
"","",14531,"741236","NADIA","INDIA","WEST BENGAL","WB"
"","",14532,"741258","NADIA","INDIA","WEST BENGAL","WB"
"","",14533,"741318","NADIA","INDIA","WEST BENGAL","WB"
"","",14534,"741168","NADIA","INDIA","WEST BENGAL","WB"
"","",14535,"741171","NADIA","INDIA","WEST BENGAL","WB"
"","",14536,"741174","NADIA","INDIA","WEST BENGAL","WB"
"","",14537,"741179","NADIA","INDIA","WEST BENGAL","WB"
"","",14538,"741184","NADIA","INDIA","WEST BENGAL","WB"
"","",14539,"741187","NADIA","INDIA","WEST BENGAL","WB"
"","",14540,"741511","NADIA","INDIA","WEST BENGAL","WB"
"","",14541,"741516","NADIA","INDIA","WEST BENGAL","WB"
"","",14542,"741190","NADIA","INDIA","WEST BENGAL","WB"
"","",14543,"741196","NADIA","INDIA","WEST BENGAL","WB"
"","",14544,"741203","NADIA","INDIA","WEST BENGAL","WB"
"","",14545,"743150","NADIA","INDIA","WEST BENGAL","WB"
"","",14546,"741169","NADIA","INDIA","WEST BENGAL","WB"
"","",14547,"741185","NADIA","INDIA","WEST BENGAL","WB"
"","",14548,"741405","NADIA","INDIA","WEST BENGAL","WB"
"","",14549,"741101","NADIA","INDIA","WEST BENGAL","WB"
"","",14550,"741102","NADIA","INDIA","WEST BENGAL","WB"
"","",14551,"741103","NADIA","INDIA","WEST BENGAL","WB"
"","",14552,"741121","NADIA","INDIA","WEST BENGAL","WB"
"","",14553,"741122","NADIA","INDIA","WEST BENGAL","WB"
"","",14554,"741123","NADIA","INDIA","WEST BENGAL","WB"
"","",14555,"741124","NADIA","INDIA","WEST BENGAL","WB"
"","",14556,"741125","NADIA","INDIA","WEST BENGAL","WB"
"","",14557,"741126","NADIA","INDIA","WEST BENGAL","WB"
"","",14558,"741127","NADIA","INDIA","WEST BENGAL","WB"
"","",14559,"741137","NADIA","INDIA","WEST BENGAL","WB"
"","",14560,"741138","NADIA","INDIA","WEST BENGAL","WB"
"","",14561,"741139","NADIA","INDIA","WEST BENGAL","WB"
"","",14562,"741140","NADIA","INDIA","WEST BENGAL","WB"
"","",14563,"741150","NADIA","INDIA","WEST BENGAL","WB"
"","",14564,"741151","NADIA","INDIA","WEST BENGAL","WB"
"","",14565,"741152","NADIA","INDIA","WEST BENGAL","WB"
"","",14566,"741153","NADIA","INDIA","WEST BENGAL","WB"
"","",14567,"741154","NADIA","INDIA","WEST BENGAL","WB"
"","",14568,"741155","NADIA","INDIA","WEST BENGAL","WB"
"","",14569,"741156","NADIA","INDIA","WEST BENGAL","WB"
"","",14570,"741157","NADIA","INDIA","WEST BENGAL","WB"
"","",14571,"741158","NADIA","INDIA","WEST BENGAL","WB"
"","",14572,"741159","NADIA","INDIA","WEST BENGAL","WB"
"","",14573,"741160","NADIA","INDIA","WEST BENGAL","WB"
"","",14574,"741161","NADIA","INDIA","WEST BENGAL","WB"
"","",14575,"741162","NADIA","INDIA","WEST BENGAL","WB"
"","",14576,"741163","NADIA","INDIA","WEST BENGAL","WB"
"","",14577,"741164","NADIA","INDIA","WEST BENGAL","WB"
"","",14578,"741165","NADIA","INDIA","WEST BENGAL","WB"
"","",14579,"741166","NADIA","INDIA","WEST BENGAL","WB"
"","",14580,"741167","NADIA","INDIA","WEST BENGAL","WB"
"","",14581,"741181","NADIA","INDIA","WEST BENGAL","WB"
"","",14582,"741202","NADIA","INDIA","WEST BENGAL","WB"
"","",14583,"741221","NADIA","INDIA","WEST BENGAL","WB"
"","",14584,"741222","NADIA","INDIA","WEST BENGAL","WB"
"","",14585,"741223","NADIA","INDIA","WEST BENGAL","WB"
"","",14586,"741232","NADIA","INDIA","WEST BENGAL","WB"
"","",14587,"741234","NADIA","INDIA","WEST BENGAL","WB"
"","",14588,"741238","NADIA","INDIA","WEST BENGAL","WB"
"","",14589,"741245","NADIA","INDIA","WEST BENGAL","WB"
"","",14590,"741246","NADIA","INDIA","WEST BENGAL","WB"
"","",14591,"741247","NADIA","INDIA","WEST BENGAL","WB"
"","",14592,"741248","NADIA","INDIA","WEST BENGAL","WB"
"","",14593,"741249","NADIA","INDIA","WEST BENGAL","WB"
"","",14594,"741250","NADIA","INDIA","WEST BENGAL","WB"
"","",14595,"741251","NADIA","INDIA","WEST BENGAL","WB"
"","",14596,"741252","NADIA","INDIA","WEST BENGAL","WB"
"","",14597,"741253","NADIA","INDIA","WEST BENGAL","WB"
"","",14598,"741254","NADIA","INDIA","WEST BENGAL","WB"
"","",14599,"741255","NADIA","INDIA","WEST BENGAL","WB"
"","",14600,"741256","NADIA","INDIA","WEST BENGAL","WB"
"","",14601,"741514","NADIA","INDIA","WEST BENGAL","WB"
"","",14602,"741257","NADIA","INDIA","WEST BENGAL","WB"
"","",14603,"741301","NADIA","INDIA","WEST BENGAL","WB"
"","",14604,"741302","NADIA","INDIA","WEST BENGAL","WB"
"","",14605,"741313","NADIA","INDIA","WEST BENGAL","WB"
"","",14606,"741315","NADIA","INDIA","WEST BENGAL","WB"
"","",14607,"741316","NADIA","INDIA","WEST BENGAL","WB"
"","",14608,"741317","NADIA","INDIA","WEST BENGAL","WB"
"","",14609,"741401","NADIA","INDIA","WEST BENGAL","WB"
"","",14610,"741402","NADIA","INDIA","WEST BENGAL","WB"
"","",14611,"741404","NADIA","INDIA","WEST BENGAL","WB"
"","",14612,"741501","NADIA","INDIA","WEST BENGAL","WB"
"","",14613,"741502","NADIA","INDIA","WEST BENGAL","WB"
"","",14614,"741503","NADIA","INDIA","WEST BENGAL","WB"
"","",14615,"741504","NADIA","INDIA","WEST BENGAL","WB"
"","",14616,"741505","NADIA","INDIA","WEST BENGAL","WB"
"","",14617,"741506","NADIA","INDIA","WEST BENGAL","WB"
"","",14618,"741507","NADIA","INDIA","WEST BENGAL","WB"
"","",14619,"741508","NADIA","INDIA","WEST BENGAL","WB"
"","",14620,"741509","NADIA","INDIA","WEST BENGAL","WB"
"","",14621,"741201","NADIA","INDIA","WEST BENGAL","WB"
"","",14622,"741235","NADIA","INDIA","WEST BENGAL","WB"
"","",14623,"782123","NAGAON","INDIA","ASSAM","AS"
"","",14624,"782135","NAGAON","INDIA","ASSAM","AS"
"","",14625,"782141","NAGAON","INDIA","ASSAM","AS"
"","",14626,"782136","NAGAON","INDIA","ASSAM","AS"
"","",14627,"782435","NAGAON","INDIA","ASSAM","AS"
"","",14628,"782447","NAGAON","INDIA","ASSAM","AS"
"","",14629,"782107","NAGAON","INDIA","ASSAM","AS"
"","",14630,"782001","NAGAON","INDIA","ASSAM","AS"
"","",14631,"782002","NAGAON","INDIA","ASSAM","AS"
"","",14632,"782003","NAGAON","INDIA","ASSAM","AS"
"","",14633,"782101","NAGAON","INDIA","ASSAM","AS"
"","",14634,"782102","NAGAON","INDIA","ASSAM","AS"
"","",14635,"782103","NAGAON","INDIA","ASSAM","AS"
"","",14636,"782120","NAGAON","INDIA","ASSAM","AS"
"","",14637,"782122","NAGAON","INDIA","ASSAM","AS"
"","",14638,"782124","NAGAON","INDIA","ASSAM","AS"
"","",14639,"782125","NAGAON","INDIA","ASSAM","AS"
"","",14640,"782128","NAGAON","INDIA","ASSAM","AS"
"","",14641,"782137","NAGAON","INDIA","ASSAM","AS"
"","",14642,"782138","NAGAON","INDIA","ASSAM","AS"
"","",14643,"782139","NAGAON","INDIA","ASSAM","AS"
"","",14644,"782140","NAGAON","INDIA","ASSAM","AS"
"","",14645,"782142","NAGAON","INDIA","ASSAM","AS"
"","",14646,"782143","NAGAON","INDIA","ASSAM","AS"
"","",14647,"782144","NAGAON","INDIA","ASSAM","AS"
"","",14648,"782425","NAGAON","INDIA","ASSAM","AS"
"","",14649,"782426","NAGAON","INDIA","ASSAM","AS"
"","",14650,"782427","NAGAON","INDIA","ASSAM","AS"
"","",14651,"782481","NAGAON","INDIA","ASSAM","AS"
"","",14652,"782134","NAGAON","INDIA","ASSAM","AS"
"","",14653,"782186","NAGAON","INDIA","ASSAM","AS"
"","",14654,"782274","NAGAON","INDIA","ASSAM","AS"
"","",14655,"783136","NAGAON","INDIA","ASSAM","AS"
"","",14656,"781428","NAGAON","INDIA","ASSAM","AS"
"","",14657,"782012","NAGAON","INDIA","ASSAM","AS"
"","",14658,"782130","NAGAON","INDIA","ASSAM","AS"
"","",14659,"782156","NAGAON","INDIA","ASSAM","AS"
"","",14660,"782192","NAGAON","INDIA","ASSAM","AS"
"","",14661,"782345","NAGAON","INDIA","ASSAM","AS"
"","",14662,"611108","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14663,"611118","NAGAPATTINAM","INDIA","TAMILNADU","TN"
"","",14664,"614820","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14665,"614707","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14666,"614711","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14667,"614712","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14668,"614714","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14669,"614806","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14670,"614807","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14671,"614808","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14672,"614809","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14673,"614810","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14674,"611112","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14675,"612201","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14676,"612203","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14677,"609406","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14678,"609916","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14679,"610210","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14680,"610212","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14681,"611117","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14682,"612205","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14683,"614780","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14684,"609812","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14685,"609701","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14686,"609702","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14687,"609703","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14688,"609704","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14689,"610204","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14690,"610207","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14691,"611001","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14692,"611002","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14693,"611003","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14694,"611102","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14695,"611103","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14696,"611104","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14697,"611105","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14698,"611106","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14699,"611109","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14700,"611110","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14701,"611111","NAGAPATTINAM","INDIA","TAMIL NADU","TN"
"","",14702,"509360","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14703,"509375","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14704,"509376","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14705,"509381","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14706,"509401","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14707,"509406","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14708,"509412","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14709,"509105","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14710,"509102","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14711,"509201","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14712,"509203","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14713,"509215","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14714,"509302","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14715,"509326","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14716,"509349","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14717,"509209","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14718,"509235","NAGAR KURNOOL","INDIA","TELANGANA","TS"
"","",14719,"509385","NAGARKURNOOL","INDIA","TELANGANA","TS"
"","",14720,"341020","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14721,"341303","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14722,"341519","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14723,"303339","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14724,"341023","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14725,"341029","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14726,"341304","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14727,"341319","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14728,"341506","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14729,"305026","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14730,"303610","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14731,"341001","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14732,"341021","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14733,"341022","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14734,"341024","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14735,"341025","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14736,"341026","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14737,"341027","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14738,"341028","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14739,"341030","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14740,"341031","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14741,"341301","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14742,"341302","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14743,"341305","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14744,"341306","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14745,"341316","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14746,"341318","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14747,"341501","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14748,"341502","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14749,"341504","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14750,"341505","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14751,"341507","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14752,"341508","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14753,"341510","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14754,"341511","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14755,"341512","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14756,"341513","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14757,"341515","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14758,"341516","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14759,"341517","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14760,"341518","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14761,"341520","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14762,"341533","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14763,"341542","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14764,"341551","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14765,"341525","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14766,"341317","NAGAUR","INDIA","RAJASTHAN","RJ"
"","",14767,"341503","NAGAUR","INDIA","RAJASTHAN","RJ"
